time,tp,fn,tn,fp,accuracy,precision,recall,f1
9.16881537437439,226,335,532,29,0.6755793226381461,0.8862745098039215,0.4028520499108734,0.553921568627451
9.34605860710144,226,335,532,29,0.6755793226381461,0.8862745098039215,0.4028520499108734,0.553921568627451
10.901363611221313,228,333,532,29,0.6773618538324421,0.8871595330739299,0.40641711229946526,0.5574572127139364
10.944209575653076,229,332,532,29,0.67825311942959,0.8875968992248062,0.40819964349376114,0.5592185592185592
11.022818326950073,230,331,532,29,0.679144385026738,0.888030888030888,0.40998217468805703,0.5609756097560976
11.11966347694397,232,329,532,29,0.6809269162210339,0.8888888888888888,0.41354723707664887,0.5644768856447688
11.224419355392456,236,325,531,30,0.6836007130124777,0.8872180451127819,0.4206773618538324,0.5707376058041113
11.338342666625977,241,320,531,30,0.6880570409982175,0.8892988929889298,0.4295900178253119,0.5793269230769231
11.669325113296509,241,320,530,31,0.6871657754010695,0.8860294117647058,0.4295900178253119,0.5786314525810324
11.846530199050903,247,314,529,32,0.6916221033868093,0.8853046594982079,0.44028520499108736,0.5880952380952381
11.898717403411865,248,313,530,31,0.6934046345811051,0.8888888888888888,0.44206773618538325,0.5904761904761905
12.035778999328613,251,310,529,32,0.6951871657754011,0.8869257950530035,0.4474153297682709,0.5947867298578199
12.06682538986206,251,310,530,31,0.696078431372549,0.8900709219858156,0.4474153297682709,0.5954922894424673
12.1252601146698,252,309,530,31,0.696969696969697,0.8904593639575972,0.44919786096256686,0.5971563981042654
12.20079517364502,253,308,529,32,0.696969696969697,0.887719298245614,0.45098039215686275,0.5981087470449172
12.322066068649292,254,307,529,32,0.6978609625668449,0.8881118881118881,0.45276292335115864,0.5997638724911453
12.393194913864136,256,305,526,35,0.696969696969697,0.8797250859106529,0.4563279857397504,0.6009389671361502
12.536391735076904,258,303,525,36,0.6978609625668449,0.8775510204081632,0.45989304812834225,0.6035087719298246
12.673103332519531,258,303,524,37,0.696969696969697,0.8745762711864407,0.45989304812834225,0.602803738317757
12.797271966934204,260,301,525,36,0.6996434937611408,0.8783783783783784,0.46345811051693403,0.6067677946324388
13.108975648880005,271,290,523,38,0.7076648841354723,0.8770226537216829,0.483065953654189,0.6229885057471264
13.15255331993103,272,289,523,38,0.7085561497326203,0.8774193548387097,0.48484848484848486,0.6245694603903559
13.397977590560913,281,280,521,40,0.714795008912656,0.8753894080996885,0.5008912655971479,0.63718820861678
13.493940591812134,283,278,520,41,0.7156862745098039,0.8734567901234568,0.5044563279857398,0.63954802259887
13.759003639221191,286,275,519,42,0.7174688057040999,0.8719512195121951,0.5098039215686274,0.6434195725534309
13.855348587036133,288,273,519,42,0.7192513368983957,0.8727272727272727,0.5133689839572193,0.6464646464646465
